,Area,Study Year,Level,Mode,Country,Academic Year,Female,Male,Not known,Other,Total
8997,Education and teaching,Other years,All postgraduate,Full-time,Wales,2020/21,140.0,40.0,0.0,0.0,180.0
8998,Education and teaching,Other years,All postgraduate,Part-time,All,2017/18,12745.0,5995.0,,15.0,18755.0
8999,Education and teaching,Other years,All postgraduate,Part-time,All,2018/19,12235.0,5670.0,,25.0,17930.0
9000,Education and teaching,Other years,All postgraduate,Part-time,All,2019/20,11275.0,5430.0,,15.0,16720.0
9001,Education and teaching,Other years,All postgraduate,Part-time,All,2020/21,11160.0,5115.0,0.0,110.0,16385.0
9002,Education and teaching,Other years,All postgraduate,Part-time,England,2017/18,10010.0,4800.0,,5.0,14815.0
9003,Education and teaching,Other years,All postgraduate,Part-time,England,2018/19,9540.0,4465.0,,20.0,14025.0
9004,Education and teaching,Other years,All postgraduate,Part-time,England,2019/20,8675.0,4170.0,,10.0,12855.0
9005,Education and teaching,Other years,All postgraduate,Part-time,England,2020/21,8740.0,4095.0,0.0,100.0,12935.0
9006,Education and teaching,Other years,All postgraduate,Part-time,Northern Ireland,2017/18,355.0,140.0,,0.0,500.0
9007,Education and teaching,Other years,All postgraduate,Part-time,Northern Ireland,2018/19,400.0,175.0,,0.0,575.0
9008,Education and teaching,Other years,All postgraduate,Part-time,Northern Ireland,2019/20,380.0,185.0,,0.0,570.0
9009,Education and teaching,Other years,All postgraduate,Part-time,Northern Ireland,2020/21,390.0,170.0,0.0,0.0,555.0
9010,Education and teaching,Other years,All postgraduate,Part-time,Scotland,2017/18,1875.0,790.0,,5.0,2670.0
9011,Education and teaching,Other years,All postgraduate,Part-time,Scotland,2018/19,1870.0,815.0,,5.0,2690.0
9012,Education and teaching,Other years,All postgraduate,Part-time,Scotland,2019/20,1855.0,895.0,,5.0,2760.0
9013,Education and teaching,Other years,All postgraduate,Part-time,Scotland,2020/21,1670.0,665.0,0.0,10.0,2345.0
9014,Education and teaching,Other years,All postgraduate,Part-time,Wales,2017/18,500.0,265.0,,0.0,770.0
9015,Education and teaching,Other years,All postgraduate,Part-time,Wales,2018/19,420.0,220.0,,0.0,640.0
9016,Education and teaching,Other years,All postgraduate,Part-time,Wales,2019/20,360.0,175.0,,0.0,535.0
9017,Education and teaching,Other years,All postgraduate,Part-time,Wales,2020/21,360.0,185.0,0.0,0.0,550.0
9018,Education and teaching,Other years,All undergraduate,All,All,2017/18,34775.0,5425.0,,5.0,40205.0
9019,Education and teaching,Other years,All undergraduate,All,All,2018/19,34495.0,5060.0,,10.0,39560.0
9020,Education and teaching,Other years,All undergraduate,All,All,2019/20,29060.0,4350.0,,10.0,33420.0
9021,Education and teaching,Other years,All undergraduate,All,All,2020/21,29110.0,4395.0,0.0,30.0,33535.0
9022,Education and teaching,Other years,All undergraduate,All,England,2017/18,27970.0,4135.0,,5.0,32115.0
9023,Education and teaching,Other years,All undergraduate,All,England,2018/19,27415.0,3805.0,,5.0,31230.0
9024,Education and teaching,Other years,All undergraduate,All,England,2019/20,22795.0,3255.0,,10.0,26060.0
9025,Education and teaching,Other years,All undergraduate,All,England,2020/21,22960.0,3255.0,0.0,15.0,26230.0
9026,Education and teaching,Other years,All undergraduate,All,Northern Ireland,2017/18,1140.0,195.0,,0.0,1335.0
9027,Education and teaching,Other years,All undergraduate,All,Northern Ireland,2018/19,1155.0,215.0,,0.0,1370.0
9028,Education and teaching,Other years,All undergraduate,All,Northern Ireland,2019/20,695.0,175.0,,0.0,870.0
9029,Education and teaching,Other years,All undergraduate,All,Northern Ireland,2020/21,695.0,190.0,0.0,0.0,885.0
9030,Education and teaching,Other years,All undergraduate,All,Scotland,2017/18,3390.0,595.0,,0.0,3980.0
9031,Education and teaching,Other years,All undergraduate,All,Scotland,2018/19,3775.0,570.0,,0.0,4345.0
9032,Education and teaching,Other years,All undergraduate,All,Scotland,2019/20,3640.0,540.0,,5.0,4180.0
9033,Education and teaching,Other years,All undergraduate,All,Scotland,2020/21,3655.0,590.0,0.0,10.0,4255.0
9034,Education and teaching,Other years,All undergraduate,All,Wales,2017/18,2280.0,495.0,,0.0,2775.0
9035,Education and teaching,Other years,All undergraduate,All,Wales,2018/19,2150.0,470.0,,0.0,2620.0
9036,Education and teaching,Other years,All undergraduate,All,Wales,2019/20,1930.0,375.0,,0.0,2310.0
9037,Education and teaching,Other years,All undergraduate,All,Wales,2020/21,1800.0,360.0,0.0,5.0,2165.0
9038,Education and teaching,Other years,All undergraduate,Full-time,All,2017/18,25760.0,4035.0,,5.0,29800.0
9039,Education and teaching,Other years,All undergraduate,Full-time,All,2018/19,25185.0,3705.0,,5.0,28895.0
9040,Education and teaching,Other years,All undergraduate,Full-time,All,2019/20,21905.0,3230.0,,10.0,25140.0
9041,Education and teaching,Other years,All undergraduate,Full-time,All,2020/21,22080.0,3255.0,0.0,15.0,25350.0
9042,Education and teaching,Other years,All undergraduate,Full-time,England,2017/18,21100.0,3040.0,,5.0,24145.0
9043,Education and teaching,Other years,All undergraduate,Full-time,England,2018/19,20425.0,2775.0,,5.0,23205.0
9044,Education and teaching,Other years,All undergraduate,Full-time,England,2019/20,17590.0,2425.0,,10.0,20025.0
9045,Education and teaching,Other years,All undergraduate,Full-time,England,2020/21,17705.0,2435.0,0.0,15.0,20155.0
9046,Education and teaching,Other years,All undergraduate,Full-time,Northern Ireland,2017/18,870.0,185.0,,0.0,1055.0
9047,Education and teaching,Other years,All undergraduate,Full-time,Northern Ireland,2018/19,865.0,205.0,,0.0,1070.0
9048,Education and teaching,Other years,All undergraduate,Full-time,Northern Ireland,2019/20,600.0,165.0,,0.0,765.0
9049,Education and teaching,Other years,All undergraduate,Full-time,Northern Ireland,2020/21,605.0,170.0,0.0,0.0,775.0
9050,Education and teaching,Other years,All undergraduate,Full-time,Scotland,2017/18,2325.0,510.0,,0.0,2835.0
9051,Education and teaching,Other years,All undergraduate,Full-time,Scotland,2018/19,2425.0,465.0,,0.0,2890.0
9052,Education and teaching,Other years,All undergraduate,Full-time,Scotland,2019/20,2510.0,450.0,,0.0,2965.0
9053,Education and teaching,Other years,All undergraduate,Full-time,Scotland,2020/21,2660.0,475.0,0.0,0.0,3135.0
9054,Education and teaching,Other years,All undergraduate,Full-time,Wales,2017/18,1465.0,305.0,,0.0,1770.0
9055,Education and teaching,Other years,All undergraduate,Full-time,Wales,2018/19,1470.0,260.0,,0.0,1735.0
9056,Education and teaching,Other years,All undergraduate,Full-time,Wales,2019/20,1200.0,185.0,,0.0,1385.0
9057,Education and teaching,Other years,All undergraduate,Full-time,Wales,2020/21,1110.0,170.0,0.0,0.0,1280.0
9058,Education and teaching,Other years,All undergraduate,Part-time,All,2017/18,9015.0,1390.0,,0.0,10405.0
9059,Education and teaching,Other years,All undergraduate,Part-time,All,2018/19,9305.0,1355.0,,0.0,10665.0
9060,Education and teaching,Other years,All undergraduate,Part-time,All,2019/20,7155.0,1120.0,,0.0,8275.0
9061,Education and teaching,Other years,All undergraduate,Part-time,All,2020/21,7025.0,1140.0,0.0,15.0,8185.0
9062,Education and teaching,Other years,All undergraduate,Part-time,England,2017/18,6870.0,1095.0,,0.0,7970.0
9063,Education and teaching,Other years,All undergraduate,Part-time,England,2018/19,6990.0,1030.0,,0.0,8025.0
9064,Education and teaching,Other years,All undergraduate,Part-time,England,2019/20,5205.0,830.0,,0.0,6035.0
9065,Education and teaching,Other years,All undergraduate,Part-time,England,2020/21,5255.0,820.0,0.0,5.0,6075.0
9066,Education and teaching,Other years,All undergraduate,Part-time,Northern Ireland,2017/18,270.0,15.0,,0.0,280.0
9067,Education and teaching,Other years,All undergraduate,Part-time,Northern Ireland,2018/19,285.0,15.0,,0.0,300.0
9068,Education and teaching,Other years,All undergraduate,Part-time,Northern Ireland,2019/20,95.0,10.0,,0.0,100.0
9069,Education and teaching,Other years,All undergraduate,Part-time,Northern Ireland,2020/21,90.0,20.0,0.0,0.0,110.0
9070,Education and teaching,Other years,All undergraduate,Part-time,Scotland,2017/18,1060.0,85.0,,0.0,1145.0
9071,Education and teaching,Other years,All undergraduate,Part-time,Scotland,2018/19,1350.0,105.0,,0.0,1455.0
9072,Education and teaching,Other years,All undergraduate,Part-time,Scotland,2019/20,1125.0,90.0,,0.0,1220.0
9073,Education and teaching,Other years,All undergraduate,Part-time,Scotland,2020/21,995.0,115.0,0.0,10.0,1115.0
9074,Education and teaching,Other years,All undergraduate,Part-time,Wales,2017/18,815.0,195.0,,0.0,1010.0
9075,Education and teaching,Other years,All undergraduate,Part-time,Wales,2018/19,680.0,210.0,,0.0,885.0
9076,Education and teaching,Other years,All undergraduate,Part-time,Wales,2019/20,730.0,190.0,,0.0,920.0
9077,Education and teaching,Other years,All undergraduate,Part-time,Wales,2020/21,685.0,190.0,0.0,5.0,885.0
9078,Education and teaching,Other years,First degree,All,All,2017/18,29890.0,4445.0,,5.0,34340.0
9079,Education and teaching,Other years,First degree,All,All,2018/19,29905.0,4200.0,,5.0,34110.0
9080,Education and teaching,Other years,First degree,All,All,2019/20,25655.0,3580.0,,10.0,29240.0
9081,Education and teaching,Other years,First degree,All,All,2020/21,25940.0,3605.0,0.0,25.0,29570.0
9082,Education and teaching,Other years,First degree,All,England,2017/18,24055.0,3370.0,,5.0,27430.0
9083,Education and teaching,Other years,First degree,All,England,2018/19,23725.0,3170.0,,5.0,26900.0
9084,Education and teaching,Other years,First degree,All,England,2019/20,20095.0,2690.0,,10.0,22795.0
9085,Education and teaching,Other years,First degree,All,England,2020/21,20400.0,2675.0,0.0,15.0,23090.0
9086,Education and teaching,Other years,First degree,All,Northern Ireland,2017/18,975.0,190.0,,0.0,1165.0
9087,Education and teaching,Other years,First degree,All,Northern Ireland,2018/19,975.0,210.0,,0.0,1185.0
9088,Education and teaching,Other years,First degree,All,Northern Ireland,2019/20,685.0,175.0,,0.0,860.0
9089,Education and teaching,Other years,First degree,All,Northern Ireland,2020/21,690.0,185.0,0.0,0.0,875.0
9090,Education and teaching,Other years,First degree,All,Scotland,2017/18,3270.0,565.0,,0.0,3835.0
9091,Education and teaching,Other years,First degree,All,Scotland,2018/19,3615.0,535.0,,0.0,4155.0
9092,Education and teaching,Other years,First degree,All,Scotland,2019/20,3540.0,510.0,,5.0,4055.0
9093,Education and teaching,Other years,First degree,All,Scotland,2020/21,3555.0,555.0,0.0,10.0,4120.0
9094,Education and teaching,Other years,First degree,All,Wales,2017/18,1595.0,315.0,,0.0,1915.0
9095,Education and teaching,Other years,First degree,All,Wales,2018/19,1590.0,285.0,,0.0,1870.0
9096,Education and teaching,Other years,First degree,All,Wales,2019/20,1330.0,200.0,,0.0,1530.0
9097,Education and teaching,Other years,First degree,All,Wales,2020/21,1300.0,190.0,0.0,0.0,1490.0
9098,Education and teaching,Other years,First degree,Full-time,All,2017/18,24410.0,3915.0,,5.0,28325.0
9099,Education and teaching,Other years,First degree,Full-time,All,2018/19,23825.0,3585.0,,5.0,27415.0
9100,Education and teaching,Other years,First degree,Full-time,All,2019/20,20870.0,3105.0,,10.0,23985.0
9101,Education and teaching,Other years,First degree,Full-time,All,2020/21,21065.0,3085.0,0.0,15.0,24165.0
9102,Education and teaching,Other years,First degree,Full-time,England,2017/18,19880.0,2930.0,,5.0,22815.0
9103,Education and teaching,Other years,First degree,Full-time,England,2018/19,19225.0,2670.0,,5.0,21895.0
9104,Education and teaching,Other years,First degree,Full-time,England,2019/20,16585.0,2310.0,,10.0,18905.0
9105,Education and teaching,Other years,First degree,Full-time,England,2020/21,16725.0,2280.0,0.0,15.0,19015.0
9106,Education and teaching,Other years,First degree,Full-time,Northern Ireland,2017/18,795.0,180.0,,0.0,975.0
9107,Education and teaching,Other years,First degree,Full-time,Northern Ireland,2018/19,775.0,200.0,,0.0,975.0
9108,Education and teaching,Other years,First degree,Full-time,Northern Ireland,2019/20,600.0,165.0,,0.0,765.0
9109,Education and teaching,Other years,First degree,Full-time,Northern Ireland,2020/21,605.0,170.0,0.0,0.0,775.0
9110,Education and teaching,Other years,First degree,Full-time,Scotland,2017/18,2310.0,505.0,,0.0,2815.0
9111,Education and teaching,Other years,First degree,Full-time,Scotland,2018/19,2400.0,460.0,,0.0,2860.0
9112,Education and teaching,Other years,First degree,Full-time,Scotland,2019/20,2510.0,450.0,,0.0,2960.0
9113,Education and teaching,Other years,First degree,Full-time,Scotland,2020/21,2655.0,475.0,0.0,0.0,3130.0
9114,Education and teaching,Other years,First degree,Full-time,Wales,2017/18,1430.0,295.0,,0.0,1725.0
9115,Education and teaching,Other years,First degree,Full-time,Wales,2018/19,1430.0,255.0,,0.0,1685.0
9116,Education and teaching,Other years,First degree,Full-time,Wales,2019/20,1170.0,180.0,,0.0,1355.0
9117,Education and teaching,Other years,First degree,Full-time,Wales,2020/21,1075.0,165.0,0.0,0.0,1240.0
9118,Education and teaching,Other years,First degree,Part-time,All,2017/18,5480.0,530.0,,0.0,6015.0
9119,Education and teaching,Other years,First degree,Part-time,All,2018/19,6080.0,620.0,,0.0,6695.0
9120,Education and teaching,Other years,First degree,Part-time,All,2019/20,4785.0,470.0,,0.0,5255.0
9121,Education and teaching,Other years,First degree,Part-time,All,2020/21,4875.0,520.0,0.0,10.0,5405.0
9122,Education and teaching,Other years,First degree,Part-time,England,2017/18,4170.0,440.0,,0.0,4615.0
9123,Education and teaching,Other years,First degree,Part-time,England,2018/19,4500.0,505.0,,0.0,5005.0
9124,Education and teaching,Other years,First degree,Part-time,England,2019/20,3510.0,385.0,,0.0,3895.0
9125,Education and teaching,Other years,First degree,Part-time,England,2020/21,3675.0,395.0,0.0,0.0,4070.0
9126,Education and teaching,Other years,First degree,Part-time,Northern Ireland,2017/18,180.0,10.0,,0.0,190.0
9127,Education and teaching,Other years,First degree,Part-time,Northern Ireland,2018/19,200.0,10.0,,0.0,210.0
9128,Education and teaching,Other years,First degree,Part-time,Northern Ireland,2019/20,85.0,10.0,,0.0,95.0
9129,Education and teaching,Other years,First degree,Part-time,Northern Ireland,2020/21,85.0,15.0,0.0,0.0,100.0
9130,Education and teaching,Other years,First degree,Part-time,Scotland,2017/18,960.0,60.0,,0.0,1020.0
9131,Education and teaching,Other years,First degree,Part-time,Scotland,2018/19,1215.0,80.0,,0.0,1295.0
9132,Education and teaching,Other years,First degree,Part-time,Scotland,2019/20,1030.0,60.0,,0.0,1090.0
9133,Education and teaching,Other years,First degree,Part-time,Scotland,2020/21,900.0,80.0,0.0,10.0,985.0
9134,Education and teaching,Other years,First degree,Part-time,Wales,2017/18,170.0,20.0,,0.0,190.0
9135,Education and teaching,Other years,First degree,Part-time,Wales,2018/19,160.0,25.0,,0.0,185.0
9136,Education and teaching,Other years,First degree,Part-time,Wales,2019/20,155.0,20.0,,0.0,175.0
9137,Education and teaching,Other years,First degree,Part-time,Wales,2020/21,220.0,25.0,0.0,0.0,250.0
9138,Education and teaching,Other years,Other undergraduate,All,All,2017/18,4885.0,980.0,,0.0,5865.0
9139,Education and teaching,Other years,Other undergraduate,All,All,2018/19,4585.0,860.0,,0.0,5450.0
9140,Education and teaching,Other years,Other undergraduate,All,All,2019/20,3405.0,770.0,,0.0,4175.0
9141,Education and teaching,Other years,Other undergraduate,All,All,2020/21,3170.0,790.0,0.0,5.0,3965.0
9142,Education and teaching,Other years,Other undergraduate,All,England,2017/18,3920.0,765.0,,0.0,4685.0
9143,Education and teaching,Other years,Other undergraduate,All,England,2018/19,3690.0,635.0,,0.0,4325.0
9144,Education and teaching,Other years,Other undergraduate,All,England,2019/20,2700.0,565.0,,0.0,3265.0
9145,Education and teaching,Other years,Other undergraduate,All,England,2020/21,2560.0,580.0,0.0,0.0,3140.0
9146,Education and teaching,Other years,Other undergraduate,All,Northern Ireland,2017/18,165.0,5.0,,0.0,170.0
9147,Education and teaching,Other years,Other undergraduate,All,Northern Ireland,2018/19,175.0,5.0,,0.0,185.0
9148,Education and teaching,Other years,Other undergraduate,All,Northern Ireland,2019/20,5.0,0.0,,0.0,5.0
9149,Education and teaching,Other years,Other undergraduate,All,Northern Ireland,2020/21,5.0,5.0,0.0,0.0,10.0
9150,Education and teaching,Other years,Other undergraduate,All,Scotland,2017/18,120.0,30.0,,0.0,150.0
9151,Education and teaching,Other years,Other undergraduate,All,Scotland,2018/19,160.0,30.0,,0.0,190.0
9152,Education and teaching,Other years,Other undergraduate,All,Scotland,2019/20,100.0,30.0,,0.0,125.0
9153,Education and teaching,Other years,Other undergraduate,All,Scotland,2020/21,100.0,35.0,0.0,0.0,135.0
9154,Education and teaching,Other years,Other undergraduate,All,Wales,2017/18,680.0,180.0,,0.0,860.0
9155,Education and teaching,Other years,Other undergraduate,All,Wales,2018/19,560.0,185.0,,0.0,750.0
